PartNumber,PartDescription,Brand,Size,BoltPattern,Offset,MSRP_USD,MAP_USD,Finish,TIS_Comparable_MAP,Price_Difference,Match_Type
D76520907050,SFJ 20X9 5X5.5/150 110 +1 ZD,Fuel 1PC,20X9,5X5.5/150,1,435.00,435.00 ,Anthracite,478.00,-43.00,exact
D76617908445E,RUSH 17X9 6X5.5 106.1 BD -12MM (SI CAP),Fuel 1PC,17X9,6X5.5,-12,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D76617908450,RUSH 17X9 6X5.5 106.1 BD 01MM,Fuel 1PC,17X9,6X5.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D76617908450E,RUSH 17X9 6X5.5 106.1 BD 01MM (SI CAP),Fuel 1PC,17X9,6X5.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D76617908750,RUSH 17X9 6X4.5 66.3 BD 01MM,Fuel 1PC,17X9,6X4.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D76618908445,RUSH 18X9 6X5.5 106.1 BD -12MM,Fuel 1PC,18X9,6X5.5,-12,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618908450E,RUSH 18X9 6X5.5 106.1 BD 1MM,Fuel 1PC,18X9,6X5.5,1,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618908457,RUSH 18X9 6X5.5 106.1 BD 20MM,Fuel 1PC,18X9,6X5.5,20,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618908757,RUSH 18X9 6X4.5 66.3 BD 20MM,Fuel 1PC,18X9,6X4.5,20,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618908957,RUSH 18X9 6X135 87.1 BD 20MM,Fuel 1PC,18X9,6X135,20,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618909450,RUSH 18X9 6X120 67.1 BD 1MM,Fuel 1PC,18X9,6X120,1,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76618909457,RUSH 18X9 6X120 67.1 BD 20MM,Fuel 1PC,18X9,6X120,20,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D76620908450E,RUSH 20X9 6X5.5 106.1 BD 01MM,Fuel 1PC,20X9,6X5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D76620908750,RUSH 20X9 6X4.5 66.3 BD 01MM,Fuel 1PC,20X9,6X4.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D76717908445E,RUSH 17X9 6X5.5 106.1 GD -12MM (SI CAP),Fuel 1PC,17X9,6X5.5,-12,320.00,320.00 ,Matte Anthracite,402.19,-82.19,exact
D76717908450,RUSH 17X9 6X5.5 106.1 GD 01MM,Fuel 1PC,17X9,6X5.5,1,320.00,320.00 ,Matte Anthracite,402.19,-82.19,exact
D76717908450E,RUSH 17X9 6X5.5 106.1 GD 01MM (SI CAP),Fuel 1PC,17X9,6X5.5,1,320.00,320.00 ,Matte Anthracite,402.19,-82.19,exact
D76717908750,RUSH 17X9 6X4.5 66.3 GD 01MM,Fuel 1PC,17X9,6X4.5,1,320.00,320.00 ,Matte Anthracite,402.19,-82.19,exact
D76718908450E,RUSH 18X9 6X5.5 106.1 GD 1MM,Fuel 1PC,18X9,6X5.5,1,370.00,370.00 ,Matte Anthracite,446.54,-76.54,size-avg
D76718908957,RUSH 18X9 6X135 87.1 GD 20MM,Fuel 1PC,18X9,6X135,20,370.00,370.00 ,Matte Anthracite,446.54,-76.54,size-avg
D76718909457,RUSH 18X9 6X120 67.1 GD 20MM,Fuel 1PC,18X9,6X120,20,370.00,370.00 ,Matte Anthracite,446.54,-76.54,size-avg
D76720908450E,RUSH 20X9 6X5.5 106.1 GD 01MM,Fuel 1PC,20X9,6X5.5,1,435.00,435.00 ,Matte Anthracite,478.00,-43.00,exact
D76720908750,RUSH 20X9 6X4.5 66.3 GD 01MM,Fuel 1PC,20X9,6X4.5,1,435.00,435.00 ,Matte Anthracite,478.00,-43.00,exact
D76720908950,RUSH 20X9 6X135 87.1 GD 01MM,Fuel 1PC,20X9,6X135,1,435.00,435.00 ,Matte Anthracite,478.00,-43.00,exact
D76817908445E,RUSH 17X9 6X5.5 106.1 ZD -12MM (SI CAP),Fuel 1PC,17X9,6X5.5,-12,320.00,320.00 ,Anthracite,402.19,-82.19,exact
D76817908450E,RUSH 17X9 6X5.5 106.1 ZD 01MM (SI CAP),Fuel 1PC,17X9,6X5.5,1,320.00,320.00 ,Anthracite,402.19,-82.19,exact
D76817908750,RUSH 17X9 6X4.5 66.3 ZD 01MM,Fuel 1PC,17X9,6X4.5,1,320.00,320.00 ,Anthracite,402.19,-82.19,exact
D76818908445,RUSH 18X9 6X5.5 106.1 ZD -12MM,Fuel 1PC,18X9,6X5.5,-12,370.00,370.00 ,Anthracite,446.54,-76.54,size-avg
D76818908450,RUSH 18X9 6X5.5 106.1 ZD 1MM,Fuel 1PC,18X9,6X5.5,1,370.00,370.00 ,Anthracite,446.54,-76.54,size-avg
D76818908450E,RUSH 18X9 6X5.5 106.1 ZD 1MM,Fuel 1PC,18X9,6X5.5,1,370.00,370.00 ,Anthracite,446.54,-76.54,size-avg
D76818908457,RUSH 18X9 6X5.5 106.1 ZD 20MM,Fuel 1PC,18X9,6X5.5,20,370.00,370.00 ,Anthracite,446.54,-76.54,size-avg
D76820908450E,RUSH 20X9 6X5.5 106.1 ZD 01MM,Fuel 1PC,20X9,6X5.5,1,435.00,435.00 ,Anthracite,478.00,-43.00,exact
D76820908750,RUSH 20X9 6X4.5 66.3 ZD 01MM,Fuel 1PC,20X9,6X4.5,1,435.00,435.00 ,Anthracite,478.00,-43.00,exact
D76920001747,TWITCH 20X10 8X170 125.1 NBL -18MM,Fuel 1PC,20X10,8X170,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D76920001847,TWITCH 20X10 8X180 124.3 NBL -18MM,Fuel 1PC,20X10,8X180,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D76920002647,TWITCH 20X10 5X4.5/5.0 78 NBL -18MM,Fuel 1PC,20X10,5X4.5/5.0,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D76920007047,TWITCH 20X10 5X5.5/150 110.2 NBL -18MM,Fuel 1PC,20X10,5X5.5/150,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D76920009847,TWITCH 20X10 6X135/5.5 106.1 NBL -18MM,Fuel 1PC,20X10,6X135/5.5,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D76920901750,TWITCH 20X9 8X170 125.1 NBL 01MM,Fuel 1PC,20X9,8X170,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D76920901850,TWITCH 20X9 8X180 124.3 NBL 01MM,Fuel 1PC,20X9,8X180,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D76920902750,TWITCH 20X9 6X4.5/5.5 78 NBL 01MM,Fuel 1PC,20X9,6X4.5/5.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D76920908250,TWITCH 20X9 8X6.5 125.2 NBL 01MM,Fuel 1PC,20X9,8X6.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D76920909850,TWITCH 20X9 6X135/5.5 106.1 NBL 01MM,Fuel 1PC,20X9,6X135/5.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D76922001747,TWITCH 22X10 8X170 125.1 NBL -18MM,Fuel 1PC,22X10,8X170,-18,550.00,550.00 ,Matte Black w/ Dark Tint,559.82,-9.82,exact
D76922001847,TWITCH 22X10 8X180 124.3 NBL -18MM,Fuel 1PC,22X10,8X180,-18,550.00,550.00 ,Matte Black w/ Dark Tint,559.82,-9.82,exact
D76922009847,TWITCH 22X10 6X135/5.5 106.1 NBL -18MM,Fuel 1PC,22X10,6X135/5.5,-18,550.00,550.00 ,Matte Black w/ Dark Tint,559.82,-9.82,exact
D76922209847,TWITCH 22X12 6X135/5.5 106.1 NBL -44MM,Fuel 1PC,22X12,6X135/5.5,-44,600.00,600.00 ,Matte Black w/ Dark Tint,558.00,42.00,exact
D77220001747,TWITCH 20X10 8X170 125.1 BD -18MM,Fuel 1PC,20X10,8X170,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D77220001847,TWITCH 20X10 8X180 124.3 BD -18MM,Fuel 1PC,20X10,8X180,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D77220008247,TWITCH 20X10 8X6.5 125.2 BD -18MM,Fuel 1PC,20X10,8X6.5,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D77220009847,TWITCH 20X10 6X135/5.5 106.1 BD -18MM,Fuel 1PC,20X10,6X135/5.5,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D77220901750,TWITCH 20X9 8X170 125.1 BD 01MM,Fuel 1PC,20X9,8X170,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77220901850,TWITCH 20X9 8X180 124.3 BD 01MM,Fuel 1PC,20X9,8X180,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77220902750,TWITCH 20X9 6X4.5/5.5 78 BD 01MM,Fuel 1PC,20X9,6X4.5/5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77220909850,TWITCH 20X9 6X135/5.5 106.1 BD 01MM,Fuel 1PC,20X9,6X135/5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77222001847,TWITCH 22X10 8X180 124.3 BD -18MM,Fuel 1PC,22X10,8X180,-18,510.00,510.00 ,Matte Bronze w/ Black Lip,404.00,106.00,exact
D77222007047,TWITCH 22X10 5X5.5/150 110.2 BD -18MM,Fuel 1PC,22X10,5X5.5/150,-18,510.00,510.00 ,Matte Bronze w/ Black Lip,404.00,106.00,exact
D77222009847,TWITCH 22X10 6X135/5.5 106.1 BD -18MM,Fuel 1PC,22X10,6X135/5.5,-18,510.00,510.00 ,Matte Bronze w/ Black Lip,404.00,106.00,exact
D77222201847,TWITCH 22X12 8X180 124.3 BD -44MM,Fuel 1PC,22X12,8X180,-44,560.00,560.00 ,Matte Bronze w/ Black Lip,432.00,128.00,exact
D77222202647,TWITCH 22X12 5X4.5/5.0 78 BD -44MM,Fuel 1PC,22X12,5X4.5/5.0,-44,560.00,560.00 ,Matte Bronze w/ Black Lip,432.00,128.00,exact
D77222208247,TWITCH 22X12 8X6.5 125.2 BD -44MM,Fuel 1PC,22X12,8X6.5,-44,560.00,560.00 ,Matte Bronze w/ Black Lip,432.00,128.00,exact
D77222209847,TWITCH 22X12 6X135/5.5 106.1 BD -44MM,Fuel 1PC,22X12,6X135/5.5,-44,560.00,560.00 ,Matte Bronze w/ Black Lip,432.00,128.00,exact
D77320001847,TYPHOON 20X10 8X180 124.3 NBL -18MM,Fuel 1PC,20X10,8X180,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D77320902750,TYPHOON 20X9 6X4.5/5.5 78 NBL 01MM,Fuel 1PC,20X9,6X4.5/5.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D77320908250,TYPHOON 20X9 8X6.5 125.2 NBL 01MM,Fuel 1PC,20X9,8X6.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D77320909850,TYPHOON 20X9 6X135/5.5 106.1 NBL 01MM,Fuel 1PC,20X9,6X135/5.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D77520009847,TYPHOON 20X10 6X135/5.5 106.1 BD -18MM,Fuel 1PC,20X10,6X135/5.5,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D77520901850,TYPHOON 20X9 8X180 124.3 BD 01MM,Fuel 1PC,20X9,8X180,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77520902750,TYPHOON 20X9 6X4.5/5.5 78 BD 01MM,Fuel 1PC,20X9,6X4.5/5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D77522001847,TYPHOON 22X10 8X180 124.3 BD -18MM,Fuel 1PC,22X10,8X180,-18,510.00,510.00 ,Matte Bronze w/ Black Lip,404.00,106.00,exact
D77522009847,TYPHOON 22X10 6X135/5.5 106.1 BD -18MM,Fuel 1PC,22X10,6X135/5.5,-18,510.00,510.00 ,Matte Bronze w/ Black Lip,404.00,106.00,exact
D77522209847,TYPHOON 22X12 6X135/5.5 106.1 BD -44MM,Fuel 1PC,22X12,6X135/5.5,-44,560.00,560.00 ,Matte Bronze w/ Black Lip,432.00,128.00,exact
D77620901850,TYPHOON 20X9 8X180 124.3 BL 01MM,Fuel 1PC,20X9,8X180,1,435.00,435.00 ,Matte Black,478.00,-43.00,exact
D77620907050,TYPHOON 20X9 5X5.5/150 110.2 BL 01MM,Fuel 1PC,20X9,5X5.5/150,1,435.00,435.00 ,Matte Black,478.00,-43.00,exact
D77620909850,TYPHOON 20X9 6X135/5.5 106.1 BL 01MM,Fuel 1PC,20X9,6X135/5.5,1,435.00,435.00 ,Matte Black,478.00,-43.00,exact
D77622001847,TYPHOON 22X10 8X180 124.3 BL -18MM,Fuel 1PC,22X10,8X180,-18,510.00,510.00 ,Matte Black,559.82,-49.82,exact
D77622202647,TYPHOON 22X12 5X4.5/5.0 78 BL -44MM,Fuel 1PC,22X12,5X4.5/5.0,-44,560.00,560.00 ,Matte Black,558.00,2.00,exact
D78417907545,UNIT 17X9 5X5.0 71.5 GDB -12MM,Fuel 1PC,17X9,5X5.0,-12,370.00,370.00 ,Matte Gunmetal w/ Black Lip,394.08,-24.08,size-avg
D78417908445,UNIT 17X9 6X5.5 106.1 GDB -12MM,Fuel 1PC,17X9,6X5.5,-12,370.00,370.00 ,Matte Gunmetal w/ Black Lip,394.08,-24.08,size-avg
D78417908450,UNIT 17X9 6X5.5 106.1 GDB 01MM,Fuel 1PC,17X9,6X5.5,1,370.00,370.00 ,Matte Gunmetal w/ Black Lip,394.08,-24.08,size-avg
D78417908750,UNIT 17X9 6X4.5 66.32 GDB 01MM,Fuel 1PC,17X9,6X4.5,1,370.00,370.00 ,Matte Gunmetal w/ Black Lip,394.08,-24.08,size-avg
